CustomerID,FarmerName,County,RegionID,Country,RegistrationDate,ProductID,PaymentType,IsActive,ChurnDate,ChurnReason
CUST-00089,Anita Namutebi,Jinja,REG-07,Uganda,2024-10-20,PROD-002,Cash,1,,
CUST-00090,Anne Kariuki,Murang'a,REG-01,Kenya,2025-10-09,PROD-001,PAYG,1,,
CUST-00091,Samuel Githinji,Bungoma,REG-03,Kenya,2023-11-28,PROD-006,PAYG,1,,
CUST-00092,Chebet Kipchoge,Nyeri,REG-01,Kenya,2025-06-29,PROD-004,Cash,0,2026-03-06,Financial hardship
CUST-00093,Hope Ochieng,Kiambu,REG-01,Kenya,2025-07-06,PROD-001,PAYG,1,,
CUST-00094,Timothy Wekesa,Bungoma,REG-03,Kenya,2025-03-19,PROD-005,PAYG,1,,
CUST-00095,Wambui Kariuki,Nyandarua,REG-01,Kenya,2024-12-02,PROD-004,PAYG,0,2025-10-06,Product failure
CUST-00096,James Kimani,Embu,REG-04,Kenya,2025-08-22,PROD-001,Cash,1,,
CUST-00097,Moses Cheruiyot,Nandi,REG-02,Kenya,2025-10-24,PROD-002,Cash,1,,
CUST-00098,Irene Mugisha,Mbale,REG-07,Uganda,2024-10-18,PROD-001,Cash,1,,
CUST-00099,Ronald Byaruhanga,Jinja,REG-07,Uganda,2023-09-19,PROD-002,PAYG,1,,
CUST-00100,Ivan Mugisha,Gulu,REG-07,Uganda,2024-08-14,PROD-001,PAYG,1,,
CUST-00101,Grace Byaruhanga,Kampala,REG-07,Uganda,2025-12-23,PROD-006,Cash,1,,
CUST-00102,Timothy Njenga,Kirinyaga,REG-01,Kenya,2024-06-16,PROD-001,PAYG,1,,
CUST-00103,John Ruto,Nyeri,REG-01,Kenya,2023-09-10,PROD-003,PAYG,0,2024-04-22,Financial hardship
CUST-00104,Andrew Ngugi,Nairobi,REG-06,Kenya,2024-09-17,PROD-003,Cash,1,,
CUST-00105,Henry Nsubuga,Wakiso,REG-07,Uganda,2025-12-25,PROD-003,Cash,1,,
CUST-00106,Daniel Njoroge,Murang'a,REG-01,Kenya,2024-11-11,PROD-003,Cash,1,,
CUST-00107,Patrick Ochieng,Kajiado,REG-06,Kenya,2023-11-24,PROD-002,PAYG,1,,
CUST-00108,Elijah Kamau,Embu,REG-04,Kenya,2025-03-13,PROD-001,PAYG,1,,
CUST-00109,Wanjiku Mbugua,Nakuru,REG-02,Kenya,2026-03-01,PROD-006,Cash,1,,
CUST-00110,Moses Waithaka,Machakos,REG-04,Kenya,2024-09-13,PROD-007,PAYG,1,,
CUST-00111,Paul Kiprono,Kajiado,REG-06,Kenya,2024-09-11,PROD-006,Cash,0,2025-01-04,Financial hardship
CUST-00112,Hannah Thuku,Kericho,REG-02,Kenya,2024-08-06,PROD-001,Cash,0,2026-01-23,Product failure
CUST-00113,Faith Mwangi,Trans-Nzoia,REG-02,Kenya,2025-08-28,PROD-001,PAYG,0,2026-01-09,Financial hardship
CUST-00114,Caleb Kiptoo,Murang'a,REG-01,Kenya,2024-03-29,PROD-003,PAYG,1,,
CUST-00115,Alice Langat,Kiambu,REG-01,Kenya,2025-03-18,PROD-002,PAYG,0,2025-09-25,Better alternative
CUST-00116,Caleb Kiptoo,Trans-Nzoia,REG-02,Kenya,2023-05-28,PROD-003,PAYG,1,,
CUST-00117,Rogers Kabugo,Mbale,REG-07,Uganda,2025-06-24,PROD-004,PAYG,1,,
CUST-00118,Henry Kabugo,Wakiso,REG-07,Uganda,2025-07-21,PROD-002,PAYG,1,,
CUST-00119,Edward Odhiambo,Kisumu,REG-03,Kenya,2024-05-01,PROD-006,PAYG,1,,
CUST-00120,Samuel Mbugua,Nyeri,REG-01,Kenya,2026-02-24,PROD-007,PAYG,0,2026-03-29,Seasonal
CUST-00121,Allan Mugisha,Wakiso,REG-07,Uganda,2026-03-12,PROD-003,PAYG,1,,
CUST-00122,Brian Kimani,Kiambu,REG-01,Kenya,2026-04-18,PROD-001,PAYG,0,2026-04-30,Moved/sold farm
CUST-00123,Esther Ruto,Trans-Nzoia,REG-02,Kenya,2023-12-04,PROD-002,PAYG,1,,
CUST-00124,Charity Thuku,Bomet,REG-02,Kenya,2023-10-07,PROD-001,PAYG,1,,
CUST-00125,Kouadio Yao,Yamoussoukro,REG-08,Côte d'Ivoire,2026-02-07,PROD-001,Cash,1,,
CUST-00126,Priscilla Kariuki,Baringo,REG-02,Kenya,2025-07-03,PROD-001,Cash,1,,
CUST-00127,Brou Diallo,Abidjan,REG-08,Côte d'Ivoire,2025-06-29,PROD-003,PAYG,1,,
CUST-00128,Herbert Tumwesigye,Wakiso,REG-07,Uganda,2025-02-21,PROD-001,PAYG,1,,
CUST-00129,Patrick Njenga,Kisumu,REG-03,Kenya,2026-04-21,PROD-001,PAYG,1,,
CUST-00130,Isaac Mbugua,Kericho,REG-02,Kenya,2025-05-22,PROD-004,PAYG,1,,
CUST-00131,Esther Kiptoo,Murang'a,REG-01,Kenya,2024-06-13,PROD-001,PAYG,1,,
CUST-00132,Andrew Njenga,Baringo,REG-02,Kenya,2025-02-03,PROD-001,Cash,1,,
CUST-00133,Kouamé Koné,Abidjan,REG-08,Côte d'Ivoire,2024-01-08,PROD-001,Cash,1,,
CUST-00134,Simon Odhiambo,Murang'a,REG-01,Kenya,2025-11-23,PROD-002,PAYG,1,,
CUST-00135,Joy Bett,Nyeri,REG-01,Kenya,2025-04-06,PROD-001,Cash,1,,
CUST-00136,Kevin Njoroge,Nakuru,REG-02,Kenya,2024-06-14,PROD-004,PAYG,1,,
CUST-00137,Mark Njoroge,Nyeri,REG-01,Kenya,2024-05-29,PROD-001,Cash,1,,
CUST-00138,George Wekesa,Bungoma,REG-03,Kenya,2025-04-19,PROD-006,PAYG,1,,
CUST-00139,Caleb Tanui,Nandi,REG-02,Kenya,2025-09-27,PROD-002,Cash,1,,
CUST-00140,Collins Atuhaire,Wakiso,REG-07,Uganda,2024-09-06,PROD-002,PAYG,1,,
CUST-00141,Caleb Mwangi,Kirinyaga,REG-01,Kenya,2025-08-22,PROD-004,PAYG,1,,
CUST-00142,Victor Korir,Laikipia,REG-04,Kenya,2024-09-14,PROD-002,Cash,1,,
CUST-00143,Nathan Rotich,Nyandarua,REG-01,Kenya,2025-07-20,PROD-003,Cash,1,,
CUST-00144,Gerald Ssempijja,Mbale,REG-07,Uganda,2025-12-16,PROD-002,PAYG,1,,
CUST-00145,Koffi Diabaté,Yamoussoukro,REG-08,Côte d'Ivoire,2023-12-18,PROD-001,PAYG,1,,
CUST-00146,Grace Nsubuga,Wakiso,REG-07,Uganda,2023-06-12,PROD-001,PAYG,1,,
CUST-00147,Priscilla Tanui,Trans-Nzoia,REG-02,Kenya,2023-11-21,PROD-002,PAYG,1,,
CUST-00148,Paul Wekesa,Trans-Nzoia,REG-02,Kenya,2023-08-10,PROD-001,Cash,1,,
CUST-00149,Florence Ngugi,Kirinyaga,REG-01,Kenya,2023-12-12,PROD-001,PAYG,1,,
CUST-00150,Ronald Kabugo,Wakiso,REG-07,Uganda,2024-08-11,PROD-001,PAYG,1,,
CUST-00151,Charles Ngugi,Trans-Nzoia,REG-02,Kenya,2025-01-18,PROD-001,PAYG,1,,
CUST-00152,Daniel Wekesa,Laikipia,REG-04,Kenya,2024-11-02,PROD-003,PAYG,1,,
CUST-00153,James Ngugi,Trans-Nzoia,REG-02,Kenya,2025-02-09,PROD-002,PAYG,1,,
CUST-00154,Moses Kimani,Baringo,REG-02,Kenya,2023-02-13,PROD-001,PAYG,1,,
CUST-00155,Samuel Bett,Nyeri,REG-01,Kenya,2024-05-28,PROD-001,PAYG,1,,
CUST-00156,Lucy Tanui,Embu,REG-04,Kenya,2024-03-07,PROD-004,PAYG,1,,
CUST-00157,Martin Waithaka,Kisumu,REG-03,Kenya,2026-03-17,PROD-002,PAYG,1,,
CUST-00158,Muthoni Korir,Murang'a,REG-01,Kenya,2024-03-10,PROD-002,PAYG,0,2024-05-24,Better alternative
CUST-00159,Wanjiku Kimani,Murang'a,REG-01,Kenya,2026-01-07,PROD-002,Cash,0,2026-02-15,Product failure
CUST-00160,Ronald Atuhaire,Jinja,REG-07,Uganda,2023-01-19,PROD-002,Cash,1,,
CUST-00161,Allan Namugga,Kampala,REG-07,Uganda,2024-06-30,PROD-001,Cash,1,,
CUST-00162,Jane Karanja,Kericho,REG-02,Kenya,2025-01-13,PROD-001,Cash,1,,
CUST-00163,Francis Korir,Nairobi,REG-06,Kenya,2025-09-21,PROD-002,Cash,1,,
CUST-00164,Elijah Kimani,Nakuru,REG-02,Kenya,2024-07-14,PROD-001,PAYG,1,,
CUST-00165,Rogers Tumwesigye,Wakiso,REG-07,Uganda,2024-09-28,PROD-006,PAYG,1,,
CUST-00166,Doreen Ssempijja,Jinja,REG-07,Uganda,2024-03-31,PROD-002,Cash,1,,
CUST-00167,Peter Korir,Uasin Gishu,REG-02,Kenya,2025-10-15,PROD-001,Cash,1,,
CUST-00168,Brenda Tumwesigye,Jinja,REG-07,Uganda,2025-05-24,PROD-001,Cash,1,,
CUST-00169,Nyambura Rotich,Kirinyaga,REG-01,Kenya,2023-11-25,PROD-006,PAYG,0,2024-03-27,Moved/sold farm
CUST-00170,Mercy Wekesa,Bungoma,REG-03,Kenya,2025-01-06,PROD-004,Cash,1,,
CUST-00171,Samuel Mwangi,Murang'a,REG-01,Kenya,2024-01-22,PROD-002,PAYG,1,,
CUST-00172,Dennis Mwangi,Bungoma,REG-03,Kenya,2025-05-16,PROD-003,PAYG,0,2026-02-13,Financial hardship
CUST-00173,George Njenga,Trans-Nzoia,REG-02,Kenya,2023-10-11,PROD-007,PAYG,1,,
CUST-00174,David Kiptoo,Kajiado,REG-06,Kenya,2024-01-16,PROD-001,PAYG,1,,
CUST-00175,Aka Bamba,Abidjan,REG-08,Côte d'Ivoire,2025-02-06,PROD-001,Cash,1,,
CUST-00176,Henry Nsubuga,Mbale,REG-07,Uganda,2024-03-09,PROD-002,PAYG,1,,
CUST-00177,Brian Ngugi,Uasin Gishu,REG-02,Kenya,2026-01-11,PROD-003,Cash,0,2026-04-05,Financial hardship
CUST-00178,Akinyi Sang,Kirinyaga,REG-01,Kenya,2023-04-04,PROD-001,PAYG,1,,
CUST-00179,Ruth Kipchoge,Baringo,REG-02,Kenya,2024-12-11,PROD-001,PAYG,1,,
CUST-00180,Akinyi Langat,Nakuru,REG-02,Kenya,2026-03-04,PROD-002,Cash,0,2026-04-21,Financial hardship
CUST-00181,Patrick Korir,Uasin Gishu,REG-02,Kenya,2025-12-03,PROD-008,PAYG,1,,
CUST-00182,Victor Kiprono,Kajiado,REG-06,Kenya,2024-08-01,PROD-001,Cash,1,,
CUST-00183,Fatou Koné,Yamoussoukro,REG-08,Côte d'Ivoire,2024-11-03,PROD-001,PAYG,1,,
CUST-00184,William Kariuki,Bomet,REG-02,Kenya,2024-11-08,PROD-004,PAYG,1,,
CUST-00185,Daniel Njoroge,Bungoma,REG-03,Kenya,2024-04-25,PROD-007,Cash,1,,
CUST-00186,Stephen Korir,Embu,REG-04,Kenya,2026-04-19,PROD-001,PAYG,1,,
CUST-00187,Francis Rotich,Embu,REG-04,Kenya,2025-06-21,PROD-002,PAYG,1,,
CUST-00188,John Mwangi,Machakos,REG-04,Kenya,2023-07-04,PROD-002,Cash,0,2023-08-09,Better alternative
CUST-00189,Francis Thuku,Nyandarua,REG-01,Kenya,2024-04-22,PROD-001,PAYG,1,,
CUST-00190,Samuel Otieno,Nairobi,REG-06,Kenya,2023-04-09,PROD-001,PAYG,1,,
CUST-00191,Charles Waithaka,Nyeri,REG-01,Kenya,2024-08-31,PROD-001,PAYG,1,,
CUST-00192,Isaac Bett,Bungoma,REG-03,Kenya,2025-01-26,PROD-001,Cash,1,,
CUST-00193,Yao Bamba,Abidjan,REG-08,Côte d'Ivoire,2025-06-06,PROD-002,PAYG,1,,
CUST-00194,Koffi Yao,Abidjan,REG-08,Côte d'Ivoire,2023-11-17,PROD-002,Cash,1,,
CUST-00195,John Otieno,Kajiado,REG-06,Kenya,2024-05-11,PROD-005,PAYG,1,,
CUST-00196,David Kariuki,Kajiado,REG-06,Kenya,2024-03-15,PROD-006,PAYG,1,,
CUST-00197,Mark Ndungu,Murang'a,REG-01,Kenya,2025-04-13,PROD-002,Cash,0,2025-11-15,Product failure
CUST-00198,Francis Kiptoo,Trans-Nzoia,REG-02,Kenya,2024-12-26,PROD-001,Cash,1,,
CUST-00199,Francis Thuku,Uasin Gishu,REG-02,Kenya,2026-04-25,PROD-001,PAYG,1,,
CUST-00200,Chebet Mbugua,Nairobi,REG-06,Kenya,2025-09-05,PROD-005,Cash,1,,
CUST-00201,Richard Tumwesigye,Gulu,REG-07,Uganda,2025-11-06,PROD-002,Cash,1,,
CUST-00202,Brenda Mugisha,Jinja,REG-07,Uganda,2025-09-06,PROD-001,Cash,1,,
CUST-00203,Njeri Rotich,Embu,REG-04,Kenya,2024-12-12,PROD-001,PAYG,1,,
CUST-00204,Andrew Githinji,Kisumu,REG-03,Kenya,2026-03-06,PROD-006,Cash,1,,
CUST-00205,Hannah Mbugua,Murang'a,REG-01,Kenya,2023-05-20,PROD-001,PAYG,1,,
CUST-00206,Aya Ouattara,Bouaké,REG-08,Côte d'Ivoire,2024-11-24,PROD-002,PAYG,1,,
CUST-00207,Elijah Langat,Kajiado,REG-06,Kenya,2025-05-21,PROD-001,Cash,1,,
CUST-00208,Mark Karanja,Machakos,REG-04,Kenya,2023-11-29,PROD-003,Cash,1,,
CUST-00209,Simon Otieno,Kajiado,REG-06,Kenya,2023-12-15,PROD-002,PAYG,1,,
CUST-00210,Stephen Otieno,Murang'a,REG-01,Kenya,2026-02-23,PROD-001,PAYG,1,,
CUST-00211,Patrick Kamau,Murang'a,REG-01,Kenya,2024-12-19,PROD-007,PAYG,1,,
CUST-00212,Richard Namugga,Kampala,REG-07,Uganda,2025-11-16,PROD-001,Cash,1,,
CUST-00213,Herbert Namugga,Gulu,REG-07,Uganda,2023-07-21,PROD-003,Cash,0,2024-04-03,Financial hardship
CUST-00214,Collins Atuhaire,Gulu,REG-07,Uganda,2025-02-23,PROD-001,PAYG,1,,
CUST-00215,Robert Namugga,Gulu,REG-07,Uganda,2026-03-23,PROD-002,PAYG,1,,
CUST-00216,John Njoroge,Murang'a,REG-01,Kenya,2025-06-06,PROD-001,Cash,1,,
CUST-00217,Peter Otieno,Kisumu,REG-03,Kenya,2025-04-09,PROD-001,Cash,1,,
CUST-00218,Charles Korir,Bungoma,REG-03,Kenya,2024-03-09,PROD-001,PAYG,1,,
CUST-00219,Wambui Thuku,Baringo,REG-02,Kenya,2024-04-30,PROD-007,PAYG,1,,
CUST-00220,Michael Bett,Meru,REG-04,Kenya,2024-06-04,PROD-002,Cash,1,,
CUST-00221,Francis Cheruiyot,Murang'a,REG-01,Kenya,2025-11-12,PROD-001,PAYG,1,,
CUST-00222,Patrick Githinji,Embu,REG-04,Kenya,2024-05-24,PROD-001,Cash,1,,
CUST-00223,John Rotich,Nairobi,REG-06,Kenya,2026-03-12,PROD-001,PAYG,0,2026-04-13,Seasonal
CUST-00224,Caleb Ndungu,Nandi,REG-02,Kenya,2026-04-16,PROD-001,PAYG,1,,
CUST-00225,George Githinji,Nairobi,REG-06,Kenya,2026-02-01,PROD-001,PAYG,1,,
CUST-00226,Richard Mugisha,Gulu,REG-07,Uganda,2025-12-06,PROD-001,PAYG,1,,
CUST-00227,Brenda Namugga,Gulu,REG-07,Uganda,2025-01-24,PROD-002,PAYG,1,,
CUST-00228,Hope Kiptoo,Baringo,REG-02,Kenya,2024-04-26,PROD-004,PAYG,0,2025-10-22,Product failure
CUST-00229,Herbert Atuhaire,Gulu,REG-07,Uganda,2025-12-19,PROD-002,Cash,0,2026-03-29,Financial hardship
CUST-00230,Dennis Kipchoge,Uasin Gishu,REG-02,Kenya,2025-03-04,PROD-002,PAYG,1,,
CUST-00231,Wambui Korir,Meru,REG-04,Kenya,2026-02-22,PROD-001,PAYG,1,,
CUST-00232,Martin Ruto,Nairobi,REG-06,Kenya,2025-12-31,PROD-001,PAYG,1,,
CUST-00233,Moses Odhiambo,Embu,REG-04,Kenya,2026-01-10,PROD-001,Cash,1,,
CUST-00234,Chebet Mutua,Kericho,REG-02,Kenya,2025-11-27,PROD-002,Cash,1,,
CUST-00235,Adjoua Diallo,Yamoussoukro,REG-08,Côte d'Ivoire,2024-11-18,PROD-001,Cash,1,,
CUST-00236,Michael Githinji,Nyeri,REG-01,Kenya,2024-05-21,PROD-007,PAYG,0,2025-05-14,Product failure
CUST-00237,Dennis Rotich,Embu,REG-04,Kenya,2024-10-21,PROD-006,Cash,1,,
CUST-00238,Ritah Atuhaire,Gulu,REG-07,Uganda,2024-03-10,PROD-002,PAYG,1,,
CUST-00239,Andrew Mutua,Machakos,REG-04,Kenya,2025-03-02,PROD-006,PAYG,1,,
CUST-00240,Brou Coulibaly,Abidjan,REG-08,Côte d'Ivoire,2024-05-10,PROD-006,PAYG,1,,
CUST-00241,Joseph Mwangi,Nakuru,REG-02,Kenya,2025-12-06,PROD-003,PAYG,1,,
CUST-00242,Konan Yao,Abidjan,REG-08,Côte d'Ivoire,2026-03-27,PROD-001,PAYG,1,,
CUST-00243,Francis Njoroge,Nakuru,REG-02,Kenya,2023-05-06,PROD-002,PAYG,1,,
CUST-00244,Isaac Kamau,Bungoma,REG-03,Kenya,2024-05-11,PROD-005,PAYG,0,2024-10-24,Product failure
CUST-00245,Hannah Cheruiyot,Murang'a,REG-01,Kenya,2023-04-05,PROD-007,PAYG,1,,
CUST-00246,Joseph Wekesa,Nandi,REG-02,Kenya,2025-08-21,PROD-001,PAYG,1,,
CUST-00247,Dennis Ngugi,Kericho,REG-02,Kenya,2023-10-17,PROD-002,Cash,1,,
CUST-00248,Anita Tumwesigye,Jinja,REG-07,Uganda,2023-01-27,PROD-001,Cash,1,,
CUST-00249,Jane Ndungu,Nairobi,REG-06,Kenya,2025-12-22,PROD-002,PAYG,1,,
